	1713
unadvisedly	1
unanel'd	1
unapt	1
unarm'd	1
unattainted	1
unauspicious	1
unavoided	2
unback’d	1
unbanded	1
unbashful	1
unbated	2
unbind	1
unbinds	1
unbless	1
unblown	1
unbolted	1
unbonneted	1
unborn	1
unbound	1
unbow’d,--alas	1
unbrac'd	1
unbred	1
unbruised	1
unburthen'd	1
unbutton	1
unbutton'd	1
uncase	1
uncaught	1
uncertain	2
unchanged	4
uncharge	1
uncharitably	1
unchary	1
unchaste	1
uncivil	4
unclaim'd	1
unclasp'd	1
uncle	46
uncle's	3
uncle-father	1
unclean	2
uncleanly	2
uncles	5
uncomfortable	1
unconstant	2
uncourteous	1
uncouth	1
uncover'd	1
uncovered	1
unction	2
uncurrent	2
under	87
underfoot	1
undergo	2
undergoing	1
undergone	1
underhand	2
underneath	4
understand	30
understanding	7
understood	1
undertake	13
undertaker	1
undertakings	1
undeserved	1
undiscover'd	1
undivided	1
undivulged	1
undo	6
undone	8
undress	1
undrown’d	2
une	1
unear'd	1
uneasy	1
uneffectual	1
unenforceability	5
unequal	1
uneven	1
unexamin'd	1
unexperienc'd	1
unexpressive	1
unfair	1
unfaithful	1
unfashionable	1
unfather'd	2
unfed	1
unfeed	1
unfeigned	1
unfeignedly	1
unfellowed	1
unfelt	1
unfilled	1
unfinish'd	1
unfirm	2
unfit	3
unfitness	1
unfledg'd	1
unfold	6
unfold,--though	1
unfoldeth	1
unfolding	1
unforc'd	1
unfortified	1
unfortunate	2
unfriended	2
unfurnish'd	1
ungalled	1
ungart'red	1
ungarter'd	1
ungentle	1
ungentleness	1
ungently	2
ungird	1
ungor'd	1
ungovern'd	4
ungracious	4
ungrateful	1
unguided	1
unhacked	1
unhallowed	1
unhandsome	1
unhappily	3
unhappiness	1
unhappy	9
unharm'd	1
unholy	1
unhospitable	1
unhous'led	1
unicorns	1
uniform	5
unimproved	1
uninhabitable	1
uninhabited	1
union	3
unions	1
unite	2
united	51
unity	2
universal	2
universe	1
university	27
unjust	2
unjustly	2
unkennel	1
unkept	1
unkind	11
unkindly	1
unkindness	7
unknit	1
unknowing	1
unknown	12
unlawful	2
unlawfully	1
unlearned	1
unless	60
unlettered	1
unlike	1
unlimited	1
unlink	5
unlink'd	1
unlook'd	3
unlook'd-for	1
unloose	1
unluckily	2
unlucky	1
unmade	1
unmanly	1
unmann'd	1
unmanner'd	1
unmannerd	1
unmannerly	2
unmask	1
unmaster'd	1
unmatch'd	1
unmatchable	1
unmerciful	1
unmeritable	1
unmindfull	1
unmitigable	1
unmix'd	1
unmoan'd	1
unmoved	1
unmuzzl'd	1
unmuzzle	1
unnatural	19
unnaturalness	1
unnecessarily	1
unnecessary	2
unnerved	1
unnumb'red	1
unpack	1
unpeg	1
unpeopled	1
unperfect	1
unpink'd	1
unpitied	1
unplagu'd	1
unpleasing	2
unpolish'd	1
unpolluted	1
unpossess'd	1
unpossessing	1
unpregnant	1
unprepar'd	1
unprevailing	1
unpriz'd	1
unprizable	1
unprofitable	1
unprofited	1
unproportion'd	1
unprovided	3
unprovident	1
unpublish'd	1
unquestionable	1
unquiet	2
unquietly	1
unreasonable	1
unreclaimed	1
unregarded	1
unremovable	1
unresolv'd	1
unrespected	2
unrespective	1
unrest	4
unreverent	1
unrewarded	1
unrighteous	1
unripe	1
unripp'dst	1
unruly	2
unsafe	1
unsanctified	2
unsatisfied	2
unsavoury	1
unscarr'd	1
unschool'd	1
unseal	2
unseasonably	1
unseeing	1
unseemly	1
unseen	8
unset	1
unsettle	1
unsettled	1
unshaken	1
unshaped	1
unshrubb’d	1
unsifted	1
unsightly	1
unsinew'd	1
unskilful	1
unsmirched	1
unsolicited	5
unsought	1
unsound	1
unspaced	1
unspoke	1
unstaid	1
unstain'd	1
unstained	1
unstaining	1
unstanched	1
unstate	1
unstuff'd	1
unsubstantial	2
unsuitable	1
unsure	2
unsuspected	2
unsway'd	2
unswept	1
untainted	3
untalk'd	1
untangle	1
untangled	1
untaught	1
untender	1
untented	1
unthankfulness	2
unthought	1
unthrift	1
unthrifts	1
unthrifty	2
untie	3
untied	1
until	12
untimely	13
untir'd	1
unto	93
untold	1
untouch'd	1
untoward	1
untreasur'd	1
untrimm'd	1
untroubled	1
untrue	2
untruth	2
untun'd	1
untuneable	1
untutor'd	1
unus'd	1
unused	4
unusual	2
unvalu'd	1
unvalued	1
unveiling	1
unwash'd	1
unwatch'd	1
unweeded	1
unwept	1
unwhipp'd	1
unwholesome	2
unwieldy	1
unwilling	3
unwillingly	2
unwillingness	2
unwise	1
unwittingly	1
unwonted	1
unwoo'd	1
unworthiest	2
unworthiness	2
unworthy	9
unwrung	1
unyoke	1
up	263
up-fill	1
up-locked	1
up-spring	1
up-staring,--then	1
up.--remember	1
upbraid	2
upbraidings	1
upbraids	2
updated	5
uphoarded	1
uphold	1
uplifted	1
upon	405
upon't	4
upper	1
uprear	1
upright	4
uprous'd	1
upshot	2
upton	2
upward	3
urchin-shows	1
urchins	1
urg'd	9
urge	9
urgently	1
urges	1
urging	2
ursa	1
urswick	2
us	330
us!--we	1
us'd	8
us,--thou	1
usage	2
use	167
used	46
useless	1
user	16
uses	8
usest	3
ushers	1
using	20
usual	3
usurer	4
usurers	1
usurp	9
usurp'd	5
usurp'st	1
usurper	1
usurpers	1
usurping	4
usurps	1
usury	1
ut	6
utensil	1
utensils,--for	1
utmost	2
utter	3
utter'd	2
utterance	2
uttered	1
uttereth	1
uttering	1
uttermost	1
utters	2
v	34
vacancy	2
vacant	3
vacation	1
vade	1
vagabonds	1
vagrom	1
vail	1
vailed	1
vailing	2
vain	11
vaine	11
vainer	1
vaines	2
vainly	3
vainness	1
vainnesse	1
valanc'd	1
valance	1
vale	1
valentine	9
valentine's	1
valentio	1
valew	3
valew'd	1
valewing	1
valiant	54
valiantly	2
validity	4
valley	1
valley-fountain	1
valleyes	1
valor	5
valorous	1
valorously	1
valors	1
valour	37
valour's	1
valours	1
valu'd	1
value	8
valued	4
values	2
vandemont	2
vane	1
vanilla	10
vanish	6
vanish'd	6
vanished	2
vanishes	2
vanishest	1
vanishing	1
vanisht	1
vanish’d	1
vanitie	2
vanities	1
vanity	7
vanquish'd	3
vanquisher	1
vanquisht	1
vantage	17
vap'rous	1
vapians	1
vapour	3
vapours	1
var	6
variable	4
variance	2
variation	2
variations	1
varie	1
variety	5
various	5
varlet	3
varlets	1
varnish	1
varnisht	2
varrus	3
vary	2
varying	1
vassal	4
vassalage	1
vassall	1
vassals	2
vast	5
vaste	2
vastie	3
vaughan	12
vault	12
vaultages	1
vaulting	1
vaulty	1
vaunt	1
vaunt-couriers	1
vaunting	2
vaunts	1
vaward	2
vawting	1
vehemence	1
vehement	3
veil	3
veiled	1
vein	3
veines	3
veins	8
veluet	1
velure	1
velvet	4
vemissement	1
vendible	1
venecian	1
venerable	2
venetian	7
venetians	2
venge	3
vengeance	18
vengeances	1
vengeful	1
veniall	1
venice	47
venison	1
venom	8
venom'd	2
venome	1
venomous	1
venomously	1
vent	9
ventages	1
venter	1
vents	1
ventur'd	2
venture	8
ventures	5
venturous	2
venus	9
venuto	2
ver	1
verayment	2
verb	1
verbal	1
verdict	2
verdure	1
verennessa	1
verg	1
verge	4
verges	13
verie	34
veriest	2
verifie	1
verified	1
verily	4
veritable	1
verite	1
verities	1
verity	5
verlot	1
vermilion	1
vermin	1
verona	21
verona's	2
versal	1
verse	34
verses	13
versification	1
versing	1
version	33
vertue	30
vertues	7
vertuous	13
vertuously	1
very	382
very--pajock	1
vessel	7
vessell	8
vessels	3
vestal	2
vestall	1
vesture	3
vetches	1
veus	1
vex	4
vex'd	4
vexation	4
vexations	1
vexe	1
vexed	3
vexes	1
vexest	1
vexeth	1
vex’d	1
veyl'd	1
veyle	1
vglie	1
vgly	2
vi	12
via	1
vial	4
viands	2
vicar	3
vice	21
vicentio	2
viceroys	1
vices	6
vicious	4
victims	1
victor	2
victoress	1
victorie	3
victories	2
victorious	4
victors	1
victory	12
victuall	1
victuall'd	1
victuals	1
videlicet	2
videlicit	1
vie	3
vied	1
vienna	1
view	31
viewed	5
viewest	1
viewing	8
vigil	1
vigilance	2
vigitant	1
vigour	2
vii	9
viii	3
vil'd	1
vild	1
vilde	4
vildely	4
vildlie	1
vildly	1
vile	57
vilest	1
village	4
village-cock	1
villager	1
villages	2
villagree	1
villain	77
villain's	2
villain-like	1
villain:--how	1
villaine	45
villaines	9
villainous	3
villainously	1
villains	10
villainy	3
villanie	8
villanies	3
villanous	8
villany	11
villany!--ho	1
vincentio	46
vincentio's	2
vine	1
vinegar	1
vineger	1
vines	3
vineyard	2
vineyards	2
viol-de-gambo	1
viola	141
violate	1
violated	1
violates	5
violation	1
violence	10
violent	15
violently	2
violet	5
violets	3
viper	2
virago	1
virgin	12
virgin-knot	1
virgine	1
virginitie	1
virginity	1
virgins	3
virtue	50
virtues	10
virtuous	26
virus	5
visage	17
visages	3
viser	1
visible	1
vision	9
visions	3
visit	28
visitation	6
visite	1
visited	5
visiting	2
visitings	1
visitor	2
visits	2
visor	7
vistement	1
vitae	1
vitall	2
vitruvio	1
viuant	1
vixen	1
vizards	1
vizor	1
vlcerous	1
vm	1
vmber'd	1
vn	2
vn-pin	2
vn-sweare	1
vn-varnish'd	1
vn-vsed	1
vnaccompanied	1
vnaccustom'd	1
vnassayleable	1
vnattended	1
vnauthoriz'd	1
vnbated	1
vnbattered	1
vnbecomming	1
vnbend	1
vnbitted	1
vnbless'd	1
vnblest	1
vnbonnetted	1
vnbookish	1
vnborne	2
vnbraced	2
vnbreathed	1
vnbruis'd	1
vnburthen	1
vncapable	2
vncheckt	1
vnckle	12
vnckles	2
vnclaspe	1
vncle	9
vncleanly	1
vncles	1
vnconfirm'd	1
vnconstrained	1
vncorrected	1
vncouered	1
vncouple	1
vncoyned	1
vncurbed	1
vndaunted	1
vndeeded	1
vnder	51
vnder't	1
vnder-goe	1
vnder-writ	1
vnderborn	1
vndergo	1
vndergoes	1
vnderlings	1
vnderneath	4
vnderprising	1
vndersaile	1
vnderstand	18
vnderstanding	2
vnderstands	1
vnderstood	3
vndertake	4
vndertaker	1
vndertakes	1
vndertooke	2
vndervallewd	1
vndervalued	1
vndeserued	1
vndeseruers	1
vndid	1
vndistinguishable	2
vndivulg'd	1
vndo	1
vndoe	3
vndon	1
vndone	8
vndoo't	1
vne	1
vnearned	1
vneasinesse	1
vneuen	1
vnfeeling	1
vnfelt	1
vnfirme	1
vnfit	1
vnfixe	2
vnfold	9
vnfolding	1
vnfolds	2
vnforc'd	1
vnforfaited	1
vnfortunate	2
vnfought	1
vnfurnisht	2
vngentle	1
vngently	1
vngotten	1
vngratefull	1
vnguarded	2
vnhallowed	1
vnhandled	1
vnhandsome	2
vnhappie	2
vnhappinesse	1
vnhappy	3
vnhardned	1
vnhatch'd	1
vnheedy	1
vnhidden	1
vnhopefullest	1
vnhoused	1
vnicornes	1
vnion	1
vnity	1
vniuersall	6
vniuerse	1
vniust	2
vniustly	2
vnkind	2
vnkinde	1
vnkindely	1
vnkindest	1
vnkindly	2
vnkindnesse	5
vnkist	1
vnkle	6
vnknowne	10
vnlace	1
vnlawfull	2
vnlawfully	1
vnless	1
vnlesse	24
vnlessoned	1
vnletter'd	1
vnlike	3
vnlineall	1
vnlock'd	1
vnlocke	2
vnloose	1
vnlou'd	1
vnluckie	1
vnluckily	1
vnmake	2
vnmann'd	1
vnmannerly	2
vnmatchable	1
vnmeete	1
vnmeritable	1
vnmittigated	1
vnnaturall	6
vnnecessarie	1
vnnumbred	1
vnperfectnesse	1
vnpleasant'st	1
vnpractiz'd	1
vnprepar'd	1
vnprepared	1
vnprofitable	1
vnproper	1
vnprouide	1
vnprouided	1
vnprouokes	1
vnpruned	1
vnpurged	1
vnquiet	3
vnquietnesse	2
vnraysed	1
vnreall	1
vnreasonable	1
vnreconcil'd	1
vnruffe	1
vnruly	1
vnsafe	2
vnsanctified	1
vnsay	1
vnschool'd	1
vnscorch'd	1
vnseale	1
vnseam'd	1
vnseasonable	1
vnseene	1
vnsex	1
vnshak'd	1
vnshrinking	1
vnshunnable	1
vnskillfull	1
vnspeake	1
vnspotted	1
vnsure	2
vntempering	1
vnthrift	1
vnthriftie	1
vntil	1
vntill	15
vntimely	2
vntitled	1
vnto	67
vntouch'd	1
vntowardly	1
vntread	1
vntrod	1
vntruths	1
vntye	1
vntyr'd	1
vnusuall	1
vnwearied	1
vnwelcom	1
vnwholesome	2
vnwillingly	1
vnwind	1
vnwip'd	1
vnwished	1
vnwisht	1
vnwitted	1
vnworthier	1
vnworthinesse	1
vnworthy	5
voice	58
voices	8
voices,--a	1
void	6
voide	2
voke	1
vol	3
volante	1
volley	1
volt	2
voltimand	7
volubility	1
voluble	1
volum	2
volume	6
volumes	1
volumnius	8
voluntarie	1
voluntary	3
volunteer	5
volunteers	30
voluptuousnesse	1
vomit	1
vomits	1
vor	1
vore	1
vortnight	1
vos	1
vostre	8
votarist	1
votary	1
votre	1
votresse	2
vouch	5
vouch'd	1
vouched	1
vouchers	2
vouchsafe	15
vouchsafed	1
vouchsafed':--i'll	1
voudray	1
vous	27
voutsafe	1
vow	26
vow'd	2
vowel	1
vowes	7
vowing	1
vows	15
vox	1
voyage	13
voyce	27
voyces	2
voyd	2
voyde	1
vp	194
vp-peer'd	1
vp-reared	1
vpbraid	2
vpbraides	1
vpbrayded	1
vpholding	1
vplifted	1
vpmost	1
vpon	337
vpon's	3
vpon't	4
vppe	1
vpper	1
vppon	3
vpright	4
vprore	1
vpward	4
vpwards	1
vrg'd	8
vrge	6
vrgest	1
vrging	1
vrine	2
vrne	1
vrs	4
vrsu	8
vrsula	19
vs	324
vs'd	11
vsance	2
vsances	1
vsd	1
vse	58
vsed	2
vser	1
vses	2
vseth	2
vsing	1
vsuall	2
vsually	1
vsurer	1
vsurers	1
vsurp'd	1
vsurper	1
vsurpers	1
vsurpt	2
vtilitie	1
vtmost	5
vtt'red	1
vtter	7
vtter'd	1
vtterance	3
vttered	2
vttering	1
vttermost	6
vttred	1
vulcan	2
vulcan's	1
vulgar	10
vulgarism	1
vulnerable	1
vulture	2
vurther	1
wad	1
waddled	1
wade	1
waded	1
wafer-cakes	1
waft	1
wafter	1
wag	2
wage	3
wager	16
wager'd	1
wages	3
wagge	2
wagging	1
waggish	1
wagling	1
wagon	1
wagoner	2
wags	1
wagtail	1
waie	3
waies	4
waight	3
wail	13
waile	1
wailing	3
wails	1
wainropes	1
wainscot	1
waist	3
wait	20
waite	5
waited	1
waiting	5
waiting-vassals	1
waits	4
waiward	1
wak'd	9
wak'st	5
wak't	1
wake	31
waked	4
waken	2
waken'd	2
wakened	1
wakes	14
wakest	1
waking	13
wakt	1
wales	8
walk	34
walk'd	6
walke	27
walked	1
walker	9
walker’s	1
walkes	6
walking	9
walks	12
walkt	2
wall	47
wall'd	2
wall-newt	1
walles	1
wallets	1
walls	18
walnut-shell	1
wals	2
walter	6
walter's	1
wan'd	1
wand'red	1
wand'ring	4
wander	7
wander'st	1
wanderer	2
wanderers	1
wandering	3
wanders	1
wandring	3
wands	1
wand’ring	1
wane	2
wanes	1
waning	4
want	42
want'st	1
want-wit	1
wanted	2
wanteth	1
wanting	8
wanton	24
wanton's	1
wantonly	1
wantonness	2
wantons	2
wants	14
war	28
war's	1
warble	1
warbling	2
warburton	13
ward	5
warder	1
warders	1
wardrobe	4
wards	2
ware	5
warie	1
warily	1
warlike	16
warm	18
warm'd	2
warme	4
warmed	1
warming-pan	1
warms	1
warmth	3
warn	4
warn'd	2
warne	1
warning	7
warnings	1
warns	1
warp	3
warp'd	1
warr'nt	1
warr'st	1
warrant	72
warranted	1
warrantie	2
warranties	16
warrantise	1
warrants	1
warranty	10
warre	35
warre-proofe	1
warre-thoughts	1
warre-worne	1
warrelike	2
warren	1
warres	26
warring	1
warrior	3
warriors	3
warriour	1
warriours	1
wars	9
wart	1
warw	1
warwick	12
warwick's	1
warwicke	1
wary	6
was	892
was't	13
was,--as	1
wash	23
wash'd	9
washes	1
washing	2
washt	3
wasp	2
waspish	3
waspish-headed	1
wassail	1
wassell	1
wast	45
waste	24
wasted	6
wasteful	3
wastefull	1
wastein	1
wastes	2
wastfull	2
was’t	2
wat	3
wat'rish	1
wat'ry	1
watch	117
watch'd	5
watch-dogs	4
watchers	1
watches	2
watchful	3
watchfull	3
watching	5
watchings	1
watchman	4
watchmen	1
water	52
water-fly	1
water-nymph	1
water-rugs	1
waterie	1
waterish	1
waterpots	1
waters	17
watery	5
watrie	2
watry	2
wauer	1
waues	2
wauing	1
wav'd	1
wave-worn	1
waverer	1
wavering	1
waves	12
waving	2
wawl	1
wax	7
wax.--soft!--and	1
waxe	3
waxen	4
waxes	3
way	216
wayes	8
waylay	1
wayle	1
ways	24
wayting	1
wayward	5
waywarder	1
waywardness	1
we	1263
we'l	1
we'ld	1
we'll	55
weak	22
weake	22
weakenesse	3
weakens	3
weaker	6
weakest	3
weakly	1
weakness	8
weal	3
weale	2
wealth	26
wealthily	2
wealthy	6
wean'd	1
weapon	12
weapon'd	1
weapons	17
weapons:--but	1
wear	51
wear'st	3
weare	53
wearer	1
wearer's	1
weares	7
wearie	8
wearied	2
wearies	2
wearily	1
weariness	1
wearing	7
wearisome	1
wears	8
weary	29
weasel	3
weather	15
weather-fends	1
weauer	3
weauing	1
weave	1
weaver	1
weaves	1
weazell	1
web	35
wed	21
wed'st	1
wedde	1
wedded	5
wedding	21
wedding-day	5
wedding-garment	1
wedges	1
wedlock	2
wedlock-hymn	1
wedlocke	2
wednesday	4
wee	51
wee'l	31
wee'ld	1
wee'le	6
wee'll	11
weed	8
weede	1
weeder-out	1
weedes	2
weeds	21
weedy	1
week	7
weeke	2
weeks	2
weel	1
weele	4
weep	52
weep'st	2
weepe	24
weepes	6
weeping	22
weeps	8
weigh	16
weigh'd	7
weigh'st	1
weighes	2
weighing	2
weighs	1
weight	12
weightie	1
weightier	1
weights	1
weighty	3
weigh’d	2
wel	13
wel-beloued	1
wel-fauoured	1
wel-hallow'd	1
wel-nye	1
welch	10
welchman	2
welchmen	1
welcom	2
welcome	130
welcome'd	1
welcome,--his	1
welcomer	1
welcomes	1
welfare	2
welkin	5
welkin’s	1
well	930
well-a-day,--that	1
well-advised	1
well-appointed	1
well-armed	1
well-contented	1
well-deseruing	1
well-deserved	1
well-favour'd	1
well-favoured	1
well-flower'd	1
well-foughten	1
well-govern'd	1
well-painted	1
well-refined	1
well-seeing	1
well-seeming	1
well-spoken	2
well-took	1
well-tuned	1
well-worne	1
well.--follow	1
well.--welcome	1
well;--again	1
welliday	1
welsh	2
welshman	1
welshmen	1
wench	24
wench's	1
wenches	3
wend	1
wensday	1
went	46
went'st	1
wept	12
wer	1
wer't	3
weraday	2
were	624
were't	4
wert	20
wer’t	1
west	23
western	3
westerne	3
westm	1
westmerland	6
westminster	1
westward	2
westward-ho	1
wet	10
wetting	1
weyard	3
weyward	3
wezand	1
we’ll	4
wh'r	2
whale	2
wharf	1
what	1932
what's	121
what-i	1
what-ye-call't	1
whate'er	7
whatever	1
whats	1
whatsoe'er	2
whatsoeuer	3
whatsoever	10
what’s	6
whay-face	1
whe'er	2
whe[n	1
wheat	2
wheate	2
wheaten	1
wheel	8
wheele	2
wheeles	2
wheeling	1
wheels	1
whelk'd	1
whelkes	1
whelp	1
whelpe	1
whelped	1
when	944
whence	24
whenever	7
whensoever	1
when’s	1
wher's	1
where	569
where's	38
where't	1
where-about	1
where-after	1
where-euer	1
where-through	1
whereat	2
whereby	4
wherefore	59
wherein	55
whereinto	1
whereof	34
whereon	15
wheresoe'er	3
wheresoere	1
wheresoeuer	1
wheresomere	1
whereto	16
whereupon	2
wherever	3
wherewith	2
where’er	1
where’s	1
wherfore	4
whet	5
whet'st	1
whether	50
whetstone	3
whetted	1
whe’r	1
which	1015
whiff	1
whiffler	1
whil'st	8
while	127
while-ere	1
whiles	40
whilest	3
whilst	32
whin'd	1
whine	1
whining	3
whip	10
whip'st	1
whipp'd	9
whipped	1
whippers	1
whipping	1
whips	2
whipster	1
whipstock	1
whipt	5
whirl'd	1
whirligig	1
whirling	1
whirlpool	1
whirlwind	1
whirlwinds	2
whisp'rings	1
whisper	15
whisper'd	2
whispering	1
whispers	5
whispring	1
whist	3
whistle	7
whistles	1
whistling	1
whit	10
white	49
white-liuer'd	1
white-liver'd	1
white-upturned	1
whitebearded	1
whitenesse	1
whiter	3
whites	1
whither	26
whitson	1
whizzing	1
who	590
who's	36
whoe'er	3
whoever	3
whole	42
wholesome	12
wholsome	3
whom	170
whoop	1
whooping	1
whor'd	1
whore	19
whore's	1
whore-master	1
whores	2
whoreson	12
whoring	1
whose	217
whosoe'er	1
who’s	2
why	678
whére	1
wi	9
wick	1
wicked	23
wickedness	4
wickednesse	3
widdow	3
widdowes	4
wide	37
wide-chapp’d	1
wide-enlarg'd	1
wide-skirted	1
wide-stretched	1
wider	1
widest	11
widow	44
widow'd	1
widow's	1
widow-dolour	1
widower	1
widowhood	1
widows	2
wield	2
wife	248
wife's	6
wight	3
wightes	1
wights	1
wil	34
wilbe	1
wild	21
wild-cat	1
wild-fowl	1
wild-goose	2
wilde	18
wilde-cat	1
wilde-cats	1
wilde-geese	1
wildenesse	2
wilder	1
wildernesse	1
wildes	1
wildest	2
wildly	4
wildness	1
wildnesse	3
wilful	4
wilful-slow	1
wilfull	4
wilfully	3
wilfulness	1
wilfulnesse	1
will	2274
will't	7
will.--tell	1
willes	1
william	69
williams	9
willing	20
willingly	9
willough	14
willow	5
wills	9
will’t	1
wils	1
wilson	1
wilt	143
wiltshire	1
win	35
wince	1
wincot	1
wind	59
wind-pipe	1
wind-swift	1
winde	30
winde-shak'd-surge	1
winded	1
windes	8
windgalls	1
winding	3
windlaces	1
window	23
window'd	1
windowes	3
windows	8
windring	2
winds	21
windy	5
wine	42
wing	13
wing'd	3
winged	7
wings	19
wink	7
wink'd	1
winke	5
winking	4
winks	2
wink’st	1
winne	7
winner	3
winnes	1
winning	2
winnowed	1
wins	4
winter	22
winter's	7
winter-cricket	1
winters	5
winter’s	2
wip'd	3
wipe	7
wipes	1
wires	2
wiry	1
wisdom	28
wisdome	3
wisdomes	1
wisdoms	2
wise	84
wise-ones	1
wisedom	2
wisedome	16
wisedomes	2
wiselier	1
wisely	22
wiseness	1
wiser	4
wisest	7
wish	93
wish'd	7
wished	4
wishers	1
wishes	11
wishest	1
wishing	2
wisht	4
wit	127
wit's	1
wit.--god	1
witch	10
witch-craft	3
witchcraft	8
witches	8
witching	1
with	3473
with't	1
with-holds	2
withal	54
withal,--except	1
withall	30
withdraw	17
withdrawn	1
withdrawne	1
withdrew	1
wither	5
wither'd	7
withered	3
withering	3
withers	1
wither’d	1
withheld	2
withholds	1
within	227
withold	1
without	203
without-book	1
withstanding	2
with’t	1
witless	1
witness	21
witness'd	1
witnesse	22
witnesses	4
witnesseth	1
witnest	1
wits	46
witte	5
witte-crackers	1
witte-snapper	1
wittenberg	4
wittes	2
wittiest	1
wittily	1
wittingly	2
witty	7
wiu'd	2
wiue	1
wiues	20
wiuing	1
wive	3
wives	11
wizard	1
wo	1
wodden	1
woe	64
woe's	1
woe-wearied	1
woed	1
woeful	7
woes	20
woful	8
wofull	2
woing	1
wold	3
wolf	7
wolfe	7
wolues	3
woluish	1
wolves	3
wolvish	1
wolvish-ravening	1
woman	121
woman'd	1
woman's	20
womanish	4
womankind	1
womanly	2
womans	8
woman’s	1
womb	18
wombe	2
wombie	1
wombs	2
women	52
women's	8
womens	1
won	22
wond'ring	1
wonder	60
wonder'd	1
wonder-wounded	1
wonderful	15
wonderfull	3
wondering	2
wonders	8
wonder’d	1
wondrous	13
wonne	5
wont	23
wonted	4
woo	36
woo'd	14
wood	45
wood's	1
wood-bine	1
woodbine	2
woodcock	4
woodcocke	1
woodcocks	1
woodden	2
wooden	4
woodmonger	1
woods	2
woodville	2
wooe	13
wooed	3
wooer	5
wooer's	1
wooers	5
wooes	3
wooing	14
wooingly	1
wool	1
wooll	1
woollen	2
woolly	1
woos	2
woosell	1
word	199
word's	1
wordly	1
words	159
wore	6
worins	1
work	270
work's	1
worke	46
workes	6
working	10
working-daies	1
working-day	1
working-house	1
workings	1
workman	1
workmanly	1
works	197
world	306
world's	15
world-wearied	1
world-without-end	1
worldlings	1
worldly	4
worlds	7
worm	10
worm's	2
worm-eaten	2
worme	5
worme-holes	1
wormes	4
wormie	1
worms	9
wormwood	4
worn	5
worne	6
worried	1
worry	1
worrying	1
worse	69
worser	11
worship	30
worshipful	2
worshipfully	1
worshipp'd	1
worshippers	1
worships	8
worshipt	3
worsse	1
worsser	1
worst	46
worsted-stocking	1
worth	78
worth's	1
worth--wide	1
worthie	7
worthied	1
worthier	7
worthily	3
worthiness	1
worthinesse	5
worthles	1
worthless	3
worthlesse	3
worths	1
worthy	63
worthyest	1
worthynesse	1
wot	6
wots	1
wouen	2
woul't	5
would	946
would'st	16
wouldst	39
wound	27
wounded	12
woundings	1
woundless	1
wounds	18
wou’d	1
wrack	2
wrack'd	1
wracke	4
wrackful	1
wrackt	3
wrangle	4
wrangler	1
wrangling	4
wrap	2
wrapp'd	1
wraps	1
wrapt	1
wrastle	1
wrath	18
wrathful	1
wrathfull	1
wrathfully	1
wraths	3
wreak	1
wreath	2
wreath'd	1
wreaths	1
wreck	9
wreck'd	1
wrecks	1
wreck’d	4
wren	5
wrench	1
wrench'd	1
wrenching	1
wrencht	1
wrens	1
wrest	3
wrestle	5
wrestled	3
wrestler	7
wrestler's	1
wrestling	8
wretch	26
wretch's	1
wretchcd	1
wretched	33
wretched'st	1
wretchedness	2
wretchednesse	1
wretches	8
wright	1
wrinckles	1
wring	7
wringing	2
wrings	2
wrinkle	1
wrinkled	5
wrinkles	6
wrist	1
writ	43
write	57
writer	2
writers	4
writes	9
writing	25
writings	1
written	31
wroath	1
wrong	108
wrong'd	19
wrong'st	1
wrong-incensed	1
wronged	9
wronger	2
wrongfully	2
wronging	1
wrongly	1
wrongs	22
wrote	4
wrought	17
wrung	2
wry-neckt	1
www.gutenberg.org	10
www.gutenberg.org/contact	1
www.gutenberg.org/donate	2
